Name,Speaker,Display,Japanese,Translation,KR
a2181.nss,,,,,
a2181.nss,,,　アオイに先導されて、１０分ほど――,"At Aoi's request, we follow her through town, and after about 10 minutes—",아오이를 뒤따라 10분 정도...
a2181.nss,Mukou Aoi,,「とうちゃくなの」,"""We're here.""","""도착인 거야."""
a2181.nss,,,　駅裏に延びる商店街の一角に、その店はあった。,—she stops at a store on the outskirts of the shopping district behind the train station.,그 가게는 역 뒤편에 늘어선 상점가 한쪽에 있었다.
a2181.nss,,,　猫雑貨「ねこまんま」。,"""Catnip,"" the gift shop for cat lovers.","고양이 상품을 파는 ""냥이간식""."
a2181.nss,,,　ショーウィンドウに並ぶのは、猫の置物、猫のヌイグルミ、猫の時計、猫柄のカーテン……ｅｔｃ、ｅｔｃ。,"In the window display I can see cat figurines, cat plushies, cat-shaped clocks, cat-print curtains... and so on, and so forth.","가게에 진열된 건 고양이 장식, 고양이 인형, 고양이 시계, 고양이 커튼... 그리고 기타 등등."
a2181.nss,,,　猫系のグッズだけでなく、実際に猫の飼育に必要な食料や、ねこじゃらしなどの玩具なども売っているようだ。,"In addition to cat-themed merchandise, it appears they also sell supplies for cat owners. Toys and kibble and such.",고양이 관련 상품뿐만 아니라 실제로 고양이 사육에 필요한 사료나 장난감 등도 팔고 있는 것 같다.
a2181.nss,Susuki Shinichi,,「本当にネコだらけだな」,"""Cats galore, eh?""","""고양이 투성이구만?"""
a2181.nss,,,　見た目でこうならば、中身はどうなっているのか？,I wonder what it looks like inside...,밖에도 이러면 내부는 어떻게 되어있는 걸까...
a2181.nss,,,　猫の尻尾をモチーフにしたノブに手をかけて――,Just as I reach for the tail-shaped door handle—,고양이 꼬리 모양처럼 생긴 손잡이를 잡고...
a2181.nss,Mukou Aoi,,「るる……ミユキ？」,"""Boop boop... Miyuki?""","""루루... 미유키?"""
a2181.nss,Sone Miyuki,,「…………」,"""......""","""......"""
a2181.nss,Mukou Aoi,,「ミユキ、こないの？」,"""Miyuki, aren't you coming?""","""미유키, 안 와?"""
a2181.nss,Sone Miyuki,,「…………」,"""......""","""......"""
a2181.nss,Mukou Aoi,,「きづかないの」,"""She's not listening...""","""안 들리나 봐."""
a2181.nss,Mukou Aoi,,「なにかあったの？」,"""Is something wrong?""","""무슨 일 있는 거야?"""
a2181.nss,Susuki Shinichi,,「わ、わかんないけど」,"""D-Don't ask me...""","""나도 모르겠는데..."""
a2181.nss,Sone Miyuki,,"「今、部活に集中したい時期なの。
　悪いけれど、私は行けないわ」","""I need to stay focused on the performance right now.
Sorry, but I'm not coming.""","""지금은 동아리에 집중하고 싶은 시기야.
미안하지만 난 못 가겠어."""
a2181.nss,Mukou Aoi,,「……るる」,"""...Boop boop...""","""루루..."""
a2181.nss,Susuki Shinichi,,「じゃ、俺とアオイとふたりで行くか？」,"""So you want me and Aoi to go by ourselves?""","""그럼 나랑 아오이 둘이서 갈까?"""
a2181.nss,Sone Miyuki,,「か、勝手にすればいいじゃない！」,"""D-Do whatever you like! I don't care!""","""마, 마음대로 하시지!"""
a2181.nss,Mukou Aoi,,「だめなの。みんなでいくの」,"""That's no good. We all have to go together.""","""안 되는 거야. 다 같이 가자."""
a2181.nss,Susuki Shinichi,,「ちなみに、どこに行く気だったんだ？」,"""Where exactly are we going, by the way?""","""우리 어디 가는 건데?"""
a2181.nss,Mukou Aoi,,「『ねこまんま』ってみせなの」,"""A store called Catnip.""","""냥이간식이란 가게인 거야."""
a2181.nss,Susuki Shinichi,,「聞いたことないな」,"""Never heard of it.""","""들어본 적 없는데."""
a2181.nss,Mukou Aoi,,"「センシュウ、オープン。
　ねこグッズ、せんもんてんなの」","""It just opened last week.
They sell lots of cat stuff.""","""지난주 오픈.
고양이 상품 전문인 거야."""
a2181.nss,Sone Miyuki,,「行きましょう」,"""Let's go.""","""가자."""
a2181.nss,Susuki Shinichi,,「え？　でも部活は――」,"""Wait, what? What happened to staying focused on—""","""어? 근데 동아리는..."""
a2181.nss,Sone Miyuki,,「行きましょう！」,"""Let's GO!""","""가자!"""
a2181.nss,Susuki Shinichi,,「やっぱり、好きなんじゃないか？　猫」,"""She must really like cats, huh?""","""역시 고양이 좋아하는 거지?"""
a2181.nss,Mukou Aoi,,「そうかもなの」,"""Seems that way.""","""그럴지도인 거야."""
a2181.nss,Sone Miyuki,,「…………」,"""......""","""......"""
a2181.nss,,,　ショーウィンドウから店を望む美雪の表情は、普段の彼女からは想像できない、恋する乙女のそれだった。,"Miyuki gazes, enraptured, at the window display—a strikingly feminine side of her she would ordinarily never let show.","진열장 너머로 가게를 바라보는 미유키의 얼굴은 평상시엔 상상도 할 수 없는, 사랑에 빠진 표정이었다."
a2181.nss,Susuki Shinichi,,「おい美雪っ！」,"""Earth to Miyuki!""","""야, 미유키!"""
a2181.nss,Sone Miyuki,,「わっ！」,"""Aah!""","""앗!"""
a2181.nss,Sone Miyuki,,「び、びっくりした」,"""Y-You scared me!""","""까, 깜짝이야!"""
a2181.nss,Susuki Shinichi,,「店、入るぞ！」,"""We're going inside!""","""들어가자고!"""
a2181.nss,Sone Miyuki,,「待って！　まだ心の準備が――」,"""Wait! I'm not emotionally prepared!""","""잠깐만! 아직 마음의 준비가..."""
a2181.nss,Susuki Shinichi,,「いいから」,"""Too bad. Now come on!""","""그냥 와!"""
a2181.nss,Sone Miyuki,,「わ、と、と、ちょっと！」,"""Ack! Hey! Slow down!""","""으앗, 잠깐!"""
a2181.nss,,,　尻込みする美雪の袖を引き、俺とアオイは店内へ。,I grab Miyuki by the sleeve and drag her inside after Aoi.,아오이는 뒷걸음질치는 미유키의 소매를 잡아당겨 가게 안으로 들어갔다.
a2181.nss,Mukou Aoi,,「るる……すごいの……」,"""Boop boop... Amazing...""","""루루... 대단한 거야..."""
a2181.nss,,,　店に入るや否や、アオイは商品棚に飛びついてしまう。,"As soon as we step inside, Aoi makes a beeline to the shelves.","가게에 들어서자마자, 아오이는 상품 진열대로 달려들었다."
a2181.nss,,,　それもそのはず、「ねこまんま」の店内は、ありとあらゆるものが猫のモチーフに彩られていた。,"Sure enough, it turns out Catnip is stocked to the gills with all sorts of cat-themed items.","그도 그럴 것이, ""냥이간식"" 가게 안은 온갖 고양이 상품으로 꾸며져 있었다."
a2181.nss,,,　壁中を飾る時計も、ヌイグルミも、置物も、天井の照明や足元のタイルに到るまで、全てが猫づくし。,"The plushies, the figurines, the clock on the wall, the lights on the ceiling, even the tile floor—nothing but cats as far as the eye can see.","벽에 걸린 시계도, 인형도, 장식품도 천장 조명이나 발밑 타일에 이르기까지, 눈에 보이는 모든 것이 고양이다."
a2181.nss,,,　扉を開けて鳴り響いたのは、きっと猫の鈴の音だろう。,The bell that jingled over our heads as we walked in probably came from a cat collar or something.,문을 열 때 울리는 종소리도 고양이 방울 소리겠지.
a2181.nss,Susuki Shinichi,,「徹底的だな……」,"""They really went all-out in here...""","""철저하네..."""
a2181.nss,Sone Miyuki,,「…………幸せ」,"""...I'm so happy...""","""...행복해."""
a2181.nss,Susuki Shinichi,,「おい美雪、大丈夫か？」,"""Hey Miyuki, you doing okay?""","""미유키, 너 괜찮아?"""
a2181.nss,Sone Miyuki,,「頭がクラクラしてきたわ……」,"""I think I'm a little lightheaded...""","""머리가 어질어질해..."""
a2181.nss,Sone Miyuki,,「もう……ダメかも……」,"""I'm... not sure I can take it...""","""이젠... 틀렸을지도..."""
a2181.nss,Susuki Shinichi,,"「いやいや、落ち着け！
　ってかおまえ、そんなに猫が好きだったか？」","""Whoa there, calm down!
Since when have you been this cat-crazy?""","""아니, 좀 침착해 봐!
근데 너, 그렇게나 고양이를 좋아했나?"""
a2181.nss,Sone Miyuki,,「だって……」,"""I can't help it...""","""그게..."""
a2181.nss,Sone Miyuki,,「……可愛いじゃない」,"""...They're just adorable...""","""...귀엽잖아."""
a2181.nss,Mukou Aoi,,「ミユキもかわいいの」,"""Miyuki's adorable, too.""","""미유키도 귀여워."""
a2181.nss,,,　同感だ。,Agreed.,동감이다.
a2181.nss,,,　最近はなんでもこなす美雪のイメージばかりが先行していたが、昔はこんな表情もよく見せたっけ。,"These days I'm used to seeing her in queen bee mode all the time, but this is closer to the Miyuki I used to know.","최근에는 뭐든지 알아서 해내는 이미지만 있었는데, 옛날엔 이런 표정도 자주 지었지."
a2181.nss,Mukou Aoi,,「はい！」,"""Got it!""","""네에!"""
a2181.nss,Susuki Shinichi,,「なんだ？」,"""What's up?""","""응?"""
a2181.nss,Mukou Aoi,,「にあうの？」,"""How's this?""","""어울려?"""
a2181.nss,Susuki Shinichi,,「うおっ！」,"""Whoa!""","""오오!"""
a2181.nss,,,　試着室のカーテンを開けて飛び出したのは、猫の着ぐるみ（？）を身に纏ったアオイだった。,"Aoi pops out from behind the dressing room curtain, wearing... a kitty onesie...?",탈의실 커튼을 열고 뛰쳐나온 건 고양이 옷을 입은 아오이였다.
a2181.nss,Susuki Shinichi,,「いや、すごく、合ってると思う」,"""Dang, girl. That looks PERFECT on you.""","""괜찮은데? 잘 어울려."""
a2181.nss,Mukou Aoi,,「ミユキは？」,"""What do you think, Miyuki?""","""미유키는?"""
a2181.nss,Sone Miyuki,,「…………」,"""......""","""......"""
a2181.nss,Mukou Aoi,,「ミユキ？」,"""Miyuki?""","""미유키?"""
a2181.nss,Sone Miyuki,,"「ご……ごめんなさい！
　私には刺激が強すぎ――」","""S-Sorry!
You're overloading my brain right now!""","""미, 미안!
나한테는 자극이 너무 강해...!"""
a2181.nss,Mukou Aoi,,「シゲキ？」,"""With what?""","""자극?"""
a2181.nss,Sone Miyuki,,"「ちょ、やめて！
　そんな角度で見上げると――」","""Hey! Cut it out!
Don't look at me like that!""","""그, 그만둬!
그런 각도로 올려다보면...!"""
a2181.nss,Mukou Aoi,,「るる？」,"""Boop boop?""","""루루?"""
a2181.nss,Sone Miyuki,,「きゃっ！」,"""Aaah!""","""꺅!"""
a2181.nss,,,　猫アオイが、ノーガードの美雪の懐に入り込む。,"Just like that, Cat!Aoi lands the finishing blow.",고양이 아오이가 미유키의 품속으로 파고들었다.
a2181.nss,Mukou Aoi,,「くるしい？　アオイがたすけるの」,"""Does it hurt? Aoi will help you.""","""괴로워? 아오이가 도와줄게."""
a2181.nss,Sone Miyuki,,「あ……いく……」,"""Oh god... I'm dying...""","""아... 나 죽어..."""
a2181.nss,Susuki Shinichi,,「行くな！　美雪、しっかりしろッ！」,"""No dying allowed! Pull yourself together, Miyuki!""","""죽지 마! 미유키, 정신 차려!"""
a2181.nss,Sone Miyuki,,「限……界……」,"""I'm... dead...""","""한... 계..."""
a2181.nss,Sone Miyuki,,　グラリ――美雪の身体が傾ぎ――,Miyuki's body pitches sideways—,미유키의 몸이 기우뚱 기울더니...
a2181.nss,Mukou Aoi,,「ミユキ？」,"""Miyuki?""","""미유키?"""
a2181.nss,Susuki Shinichi,,「うわああああああっ！！」,"""Oh shit!""","""으아아앗!"""
a2181.nss,,,　美雪は、棚ごと倒れ、猫グッズに埋もれた。,"—and she collapses, taking a shelf out with her.",미유키는 선반과 함께 쓰러져 고양이 상품에 파묻혔다.
a2181.nss,,,　とても幸せそうな死に顔だった……,"At least she went out with a smile, I guess...",이런 게 행복사라는 건가...
a2181.nss,Sone Miyuki,,「ご……ごめんなさい。私ったら――」,"""I... I'm so sorry... I don't know what I was thinking...""","""미, 미안해. 나도 참..."""
a2181.nss,Mukou Aoi,,「アオイも、ごめんなさいなの」,"""Aoi is sorry too...""","""아오이도, 미안해인 거야."""
a2181.nss,,,　と、謝るアオイはまだ猫の着ぐるみを着たままで――,Note: She's still wearing the kitty onesie.,사과하는 아오이는 아직 고양이 옷을 입고 있었다.
a2181.nss,Sone Miyuki,,「だ、だからその格好は！」,"""I... I told you, that outfit is dangerous!""","""그... 그러니까 그 모습은...!"""
a2181.nss,Mukou Aoi,,「かうの、やめるの」,"""Then Aoi won't buy it.""","""이거 안 살래."""
a2181.nss,Sone Miyuki,,「やめないで」,"""You have to.""","""그냥 사."""
a2181.nss,Mukou Aoi,,「え、でも――」,"""Huh? But—""","""어? 그치만..."""
a2181.nss,Sone Miyuki,,「私なんか気にしないで、買いなさいって！」,"""Don't worry about me. Just buy it!""","""나 같은 건 신경 쓰지 말고 사라니까!"""
a2181.nss,Susuki Shinichi,,「美雪、おまえのそのカッコ、気に入ったみたいだぞ」,"""Looks like Miyuki digs the onesie after all.""","""미유키는 네 모습이 마음에 든 모양이야."""
a2181.nss,Mukou Aoi,,「ほんとなの？」,"""Really?""","""정말인 거야?"""
a2181.nss,Susuki Shinichi,,「ホントホント」,"""Totally.""","""그럼."""
a2181.nss,Mukou Aoi,,「なら――かってくるの！」,"""Okay then. Aoi WILL buy it!""","""그럼 사올게!"""
a2181.nss,,,　アオイは軽い足取りで、レジへと向かう。,"With that, she speeds over to the register.",미유키는 가벼운 발걸음으로 계산대를 향한다.
a2181.nss,Susuki Shinichi,,「おまえ、心底ネコが好きなんだな」,"""Good grief. You're a total cat fanatic, aren't you?""","""너 진심으로 고양이를 좋아하는구나."""
a2181.nss,Sone Miyuki,,「…………」,"""......""","""......"""
a2181.nss,Susuki Shinichi,,「ん？　美雪、どうした？」,"""Hmm? What's the matter, Miyuki?""","""응? 왜 그래?"""
a2181.nss,Sone Miyuki,,「あれ……」,"""Look.""","""저거..."""
a2181.nss,,,　美雪が指さすのは、猫のヘアピン。,Miyuki points to a cat-shaped hairpin on display near the window.,미유키가 가리킨 것은 고양이 헤어핀.
a2182.nss,,,,,
a2182.nss,,,　ワンオフらしく、表情が微妙に異なったものが２匹、窓際に並んでいた。,"Apparently it's a one-of-a-kind handmade item. Next to it is a second, slightly different pin in the same style.","직접 만든 것인지, 표정이 미묘하게 다른 고양이 두 마리가 창가에 진열되어 있었다."
a2183.nss,,,,,
a2183.nss,Sone Miyuki,,「可愛い……」,"""It's so cute...""","""귀여워..."""
a2183.nss,Susuki Shinichi,,「…………」,"""......""","""......"""
a2183.nss,,,　美雪はまるで恋でもしたかのように、そのヘアピンをうっとりとした瞳で見つめている。,"Miyuki gazes at it, completely besotted.","미유키는 마치 사랑에 빠지기라도 한 듯, 그 헤어핀을 멍하니 바라보고 있었다."
a2183.nss,,,　決して洗練されてはいないが、手作りの質感がよく出ていて、表情に非常に味がある。,"I can see why, too. It's definitely got that classic handmade look to it, and the artist really nailed its expression.","결코 세련된 건 아니지만, 손수 만든 느낌이 잘 살아있다."
a2183.nss,,,　値段は――今月の食費に手をつければ、届く額だ。,As for the price—it's doable if I dip into my monthly food budget...,가격은... 이번 달 점심값을 건드리면 살 수 있는 금액이다.
a2183.nss,Susuki Shinichi,,「買うか」,"""Why don't I buy it for you?""","""살까?"""
a2183.nss,Sone Miyuki,,「……え？」,"""...What?""","""...어?"""
a2183.nss,Susuki Shinichi,,「俺からのお礼。アオイ関係で世話になったし」,"""Consider it a token of my thanks. You know, for helping me with Aoi and stuff.""","""내가 주는 답례로. 아오이 일로 신세도 졌고."""
a2183.nss,Sone Miyuki,,「いや、でも、そんな。ダメよ、そんなの。だって――」,"""Wh... But... No, no, I can't! I can't accept that! I mean—""","""아니, 그래도, 그건... 안 돼, 그런 건. 그게..."""
a2183.nss,Susuki Shinichi,,"「バッティングセンターで、結局条件、出さなかった。
　だから、借りがある」","""You were going to have me make it up to you back at the batting cages before you changed your mind, remember? So technically I owe you.""","""야구연습장에서 결국 조건 안 걸었잖아.
그러니까 빚이 있는 거야."""
a2183.nss,Sone Miyuki,,「で、でも……せっかくもらっても私には似合わないし」,"""B-But... I mean, I appreciate the thought, but it wouldn't even look that good on me.""","""그, 그렇지만... 애써 받아봤자 나한테 안 어울릴 거야."""
a2183.nss,Susuki Shinichi,,「そうか？」,"""You sure about that?""","""그런가?"""
a2183.nss,,,　美雪はクラスでもクールなイメージで通ってて、ああいうかわいい系のアクセサリーをつけているイメージはない。,"At school, Miyuki is the picture of sophistication. This cutesy cat pin would almost certainly clash with that.","미유키는 학교에서 쿨한 이미지라, 저런 귀여운 액세서리를 다는 느낌은 없다."
a2183.nss,,,　が、今日の美雪の行動を見ている限りでは――,"Still, her actions speak volumes.","하지만, 오늘 미유키의 행동을 보면..."
a2183.nss,Susuki Shinichi,,「こういうの、好きだろ？」,"""If you like it, then what's the harm?""","""이런 거 좋아하잖아?"""
a2183.nss,Sone Miyuki,,「私よりもアオイの方が――」,"""This sort of thing would look better on Aoi, so—""","""나보단 아오이 쪽이..."""
a2183.nss,Mukou Aoi,,「ツンデレなの？」,"""Are you being tsundere?""","""츤데레인 거야?"""
a2183.nss,,,　いつの間にか買い物を終えたアオイが、応援に入る。,Aoi returns from the register just in time to back me up.,어느샌가 쇼핑을 끝낸 아오이가 참전했다.
a2183.nss,Sone Miyuki,,「……それじゃあ、こうしましょう？」,"""...In that case, how about this?""","""...그럼, 이렇게 할까?"""
a2183.nss,Sone Miyuki,,「私が心一に買ってもらって、それをアオイに――」,"""I'll have Shinichi buy it, and then I'll give it to y—""","""내가 신이치한테 선물 받고, 그걸 다시 아오이한테..."""
a2183.nss,Mukou Aoi,,「だめなの。いみないの」,"""No way. That makes no sense.""","""안 되는 거야. 의미 없어."""
a2183.nss,Sone Miyuki,,「私の希望なんだからいいでしょ？」,"""So? It's what I want to do.""","""내가 주는 거니까 괜찮잖아?"""
a2183.nss,Susuki Shinichi,,「わかった、わかったから」,"""Fine, fine!""","""알겠어, 알겠어!"""
a2183.nss,,,　押し問答していては、お店にも迷惑だ。,I doubt the sales clerk appreciates us standing here bickering.,안에서 말싸움해선 가게에도 민폐다.
a2183.nss,,,　そもそも既に一度大迷惑をかけてるわけで。,We've already caused enough trouble by knocking that shelf over.,애초에 조금 전에도 큰 폐를 끼치기도 했고...
a2183.nss,Susuki Shinichi,,「ふたりとも、先に店の外に行っててくれ」,"""You two wait outside for me, alright?""","""둘 다 먼저 가게 밖으로 나가 있어."""
a2183.nss,,,　俺は棚に手を伸ばし、ヘアピンを鷲掴みにすると、速やかにレジへと向かった。,"I swing by the shelf, then make a beeline straight to the register.",나는 선반에 손을 뻗어 헤어핀을 움켜쥐고 재빨리 계산대로 향했다.
a2191.nss,,,,,
a2191.nss,,,　ラッピングを済ませてもらい、店の外へと出る。,"After the clerk wraps up my purchase for me, I leave the store.",포장을 끝내고 가게 밖으로 나왔다.
a2191.nss,,,　夕陽に、長い影がふたつ。,Two long shadows glide over the pavement as Miyuki and Aoi walk up to me.,석양에 길어진 그림자가 둘.
a2191.nss,,,　美雪とアオイが、俺の前に立ちはだかっていた。,,미유키와 아오이가 내 앞에 서 있었다.
a2191.nss,Sone Miyuki,,「心一、わかってるでしょうね？」,"""Shinichi, you know what to do, yes?""","""신이치, 알고 있겠지?"""
a2191.nss,Mukou Aoi,,「シンイチ、おねがいなの」,"""Shinichi, please...""","""신이치, 부탁인 거야."""
a2191.nss,,,　ふたりの視線が、痛いほど向けられる。,Their eyes sear into mine.,두 사람의 시선이 따갑다.
a2191.nss,,,　俺は微笑みを浮かべ、ポケットからラッピングされた小包を取り出すと――,"Smiling, I pull a neatly wrapped parcel out of my pocket.","나는 미소 지으며, 포장된 선물을 꺼내..."
a2191.nss,,CHOICE,"""美雪に渡す"",""アオイに渡す""","""Give it to Miyuki"",""Give it to Aoi""","""미유키에게 준다"",""아오이에게 준다"""
a2192a.nss,,,,,
a2192a.nss,Susuki Shinichi,,「はい、これおまえに」,"""Here, this is for you.""","""자, 여기."""
a2192a.nss,,,　美雪へと、ヘアピンの入った小包を手渡す。,I hand Miyuki her gift.,미유키에게 헤어핀을 건네주었다.
a2192a.nss,Sone Miyuki,,「するとこれは、私からアオイへのプレゼントに」,"""And now this is for you.""","""그리고 이건 내가 아오이한테 주는 선물."""
a2192a.nss,,,　美雪が、アオイに小包をリレーする。,She immediately hands it off to Aoi.,미유키는 헤어핀을 아오이에게 넘겨주었다.
a2192b.nss,,,,,
a2192b.nss,Susuki Shinichi,,「はい、これおまえに」,"""Here, this is for you.""","""자, 여기."""
a2192b.nss,,,　アオイへと、ヘアピンの入った小包を手渡す。,I hand Aoi her gift.,아오이에게 헤어핀을 건네주었다.
a2192b.nss,Mukou Aoi,,「アオイがもらうの、だめなの」,"""Aoi can't accept this.""","""아오이가 받으면 안 되는 거야."""
a2192b.nss,Sone Miyuki,,「大丈夫。貴方がもらっておきなさい」,"""It's okay. I want you to have it.""","""괜찮아. 네가 받아줬으면 해."""
a2193.nss,,,,,
a2193.nss,Susuki Shinichi,,「するとさらにここからもうひとつ新しい小包が」,"""And now it's time for the second gift.""","""그리고 여기서 또 하나의 선물이..."""
a2193.nss,,,　俺のポケットの中から、ふたつ目のヘアピンが現れた。,I pull out a second package containing the other hairpin.,내 주머니에서 두 번째 헤어핀이 나타났다.
a2193.nss,Sone Miyuki,,「そんな……！」,"""Oh my god, you didn't...""","""그럴 수가..."""
a2193.nss,Mukou Aoi,,「バグわざなの？」,"""Did you glitch your moveset?""","""버그 기술인 거야?"""
a2193.nss,Sone Miyuki,,「ふたつ、買ったのね？」,"""You bought BOTH of them?""","""두 개, 산 거지?"""
a2193.nss,,,　棚には運良く、ヘアピンがふたつ並んでいたのである。,I'm so lucky they had two...,선반에는 운 좋게도 헤어핀이 두 개 놓여 있었다.
a2193.nss,Susuki Shinichi,,「友情の証、ペアのヘアピンだ」,"""Matching hairpins for you and your bestie.""","""우정의 헤어핀이야."""
a2193.nss,Susuki Shinichi,,「もらってくれるな？」,"""You'll take it, won't you?""","""받아줄 거지?"""
a2193.nss,Mukou Aoi,,「ミユキ、おねがいなの」,"""Please, Miyuki...""","""미유키, 부탁인 거야."""
a2193.nss,Sone Miyuki,,「…………はぁ」,"""...Haah...""","""...하아."""
a2193.nss,,,　根負けしたように、美雪は深く息をついた。,Miyuki sighs in defeat.,미유키는 내가 졌다는 듯 깊은 한숨을 내쉬었다.
a2193.nss,Sone Miyuki,,「心一、貴方、食費を削る気よね？」,"""Shinichi, you just spent your entire food budget, didn't you?""","""신이치, 너 식비를 쓸 생각이지?"""
a2193.nss,Susuki Shinichi,,「あ――バレてる？」,"""...Was it that obvious?""","""...들켰어?"""
a2193.nss,Sone Miyuki,,"「明日から毎日、お弁当作ってきてあげるから。
　食費の足しにしなさい」","""Starting tomorrow, I'll make lunches for the both of us.
That should tide you over for a while.""","""내일부터 매일 도시락 만들어 줄 테니까
식비에 보태."""
a2193.nss,Susuki Shinichi,,「お、マジで！？　助かる！」,"""For real?! You're a lifesaver!""","""진짜!? 살았다!"""
a2193.nss,Mukou Aoi,,「アイサイベントウなの」,"""Made with Miyuki's love.""","""부부 도시락인 거야."""
a2193.nss,Sone Miyuki,,「そうじゃないわよ！　もう！」,"""Ugh, shut up! God!""","""아니라니깐! 정말!"""
a2194.nss,,,,,
a2194.nss,Mukou Aoi,,「シンイチ」,"""Shinichi!""","""신이치!"""
a2194.nss,Susuki Shinichi,,「ん――？」,"""Hm?""","""응?"""
a2194.nss,Mukou Aoi,,「どう……？」,"""What do you think...?""","""어때...?"""
a2194.nss,Susuki Shinichi,,「…………」,"""......""","""......"""
a2194.nss,Mukou Aoi,,「るる……？」,"""Boop boop...?""","""루루...?"""
a2194.nss,Susuki Shinichi,,「…………」,"""......""","""......"""
a2194.nss,Mukou Aoi,,「シンイチ？」,"""Shinichi?""","""신이치?"""
a2194.nss,Susuki Shinichi,,「あ、ああ！　もちろん！　似合ってるよ」,"""O-Oh, uh, yeah, looks great! Totally!""","""아, 물론 잘 어울려!"""
a2194.nss,Mukou Aoi,,「ほめられたの……ありがとなの」,"""You're so nice... Thank you.""","""칭찬받았다... 고마워인 거야."""
a2194.nss,,,　はにかむアオイの笑顔が、あまりにも可愛らしくて。,Aoi's shy smile is unbelievably adorable...,수줍어하는 아오이의 웃는 얼굴이 너무 귀여워서...
a2194.nss,,,　つい、視線を逸らして助けを求めてしまう。,I quickly avert my gaze and seek backup.,그만 시선을 돌려서 도움을 요청한다.
a2194.nss,Susuki Shinichi,,「なあ、美雪？」,"""Right, Miyuki?""","""그치, 미유키?"""
a2194.nss,Sone Miyuki,,「…………」,"""......""","""......"""
a2194.nss,Susuki Shinichi,,「美雪！」,"""Miyuki!""","""미유키!"""
a2194.nss,Sone Miyuki,,「え、ええ……なんの話だっけ？」,"""R-Right... What was the question?""","""어... 응, 무슨 얘기였지?"""
a2194.nss,,,　おまえも見とれてるのか。,"Aoi's captivated you too, I take it.",너도 그러고 있냐...
a2194.nss,Susuki Shinichi,,「暗くなってきたな」,"""Anyway, it's getting pretty dark out.""","""날이 어두워졌네."""
a2194.nss,Sone Miyuki,,「そうね。そろそろ帰らないと」,"""Yeah... We'd better head home.""","""그러네... 슬슬 돌아가야겠어."""
a2194.nss,Mukou Aoi,,「おわかれなの」,"""This is goodbye, then.""","""헤어지는 거야."""
a2194.nss,Sone Miyuki,,「あ、そっか」,"""Oh, right.""","""아, 그렇구나."""
a2194.nss,,,　アオイが寝泊まりするのは、すぐ側のマンガ喫茶だ。,"Come to think of it, the manga cafe's right over there.",아오이가 숙박하고 있는 곳은 바로 앞 만화방이다.
a2194.nss,Susuki Shinichi,,「あれ……？　ヘアピンは？」,"""Wait, why'd you take off your hairpin?""","""어라...? 헤어핀은?"""
a2194.nss,Mukou Aoi,,「たいせつなときに、つけるの」,"""Saving it for special moments.""","""중요한 순간에 달 거야."""
a2194.nss,Susuki Shinichi,,「大切なとき？」,"""Special in what way?""","""중요한 순간?"""
a2194.nss,Mukou Aoi,,「たいせつなとき」,"""Moments that mean a lot to me.""","""중요한 순간."""
a2194.nss,Mukou Aoi,,「それまでは、はだみはなさずたいせつにするの」,"""Until then, it'll stay in my pocket for safekeeping.""","""그때까지 몸에서 떼지 않고 간직할 거야."""
a2194.nss,,,　確かに、そうやって大切にされるのも嬉しいな。,I'm honestly flattered she would want to take such good care of my gift.,그렇게 소중히 아껴주는 것도 좋을지도.
a2194.nss,Mukou Aoi,,「バイバイなの」,"""Bye-bye.""","""바이바이인 거야."""
a2194.nss,Sone Miyuki,,「こっちこそ、ありがとう」,"""Thanks for today.""","""나야말로, 고마워."""
a2194.nss,Susuki Shinichi,,「じゃ、また明日」,"""See you tomorrow!""","""그럼 내일 봐!"""
a2194.nss,Mukou Aoi,,「はい！」,"""Got it!""","""네에!"""
a2194.nss,Susuki Shinichi,,「なんだ？」,"""What's up?""","""응?"""
a2194.nss,Mukou Aoi,,「コクハク、チャンスなの」,"""This is your big chance to confess your love.""","""고백 찬스인 거야."""
a2194.nss,Susuki Shinichi,,「――――ッ！？」{WaitAddText();},"""......?!?!""{WaitAddText();}","""......!?!?""{WaitAddText();}"
a2194.nss,Susuki Shinichi,SIMUL,「――――ッ！？」,"""......?!?!""","""......!?!?"""
a2194.nss,Sone Miyuki,SIMUL,「――――ッ！？」,"""......?!?!""","""......!?!?"""
a2194.nss,,,　唐突に飛び出した言葉に、俺と美雪は同時に吹き出す。,"All at once, she catches both of us completely off-guard.",느닷없이 튀어나온 말에 나랑 미유키는 동시에 놀랐다.
a2194.nss,Susuki Shinichi,,"「おいアオイ、なにバカ<?>
{
	FadeDelete(""絵板写"", 500, null, false);
}
――」","""Aoi! Quit screwing around<?>
{
	FadeDelete(""絵板写"", 500, null, false);
}
—""","

	

""야! 도대체 무슨 말을..."""
a2194.nss,Susuki Shinichi,,「――あれ？　いない？」,"""—Wait, what the? Where'd she go?""","""...어라? 어디 갔지?"""
a2194.nss,,,　見回すが、もう既にアオイの姿はなかった。,"I look around, but it's like she vanished into thin air.","둘러보았지만, 이미 아오이의 모습은 없었다."
a2194.nss,Susuki Shinichi,,「はぁ……全く、変なヤツだよな」,"""Haah... What an oddball...""","""하아... 정말이지, 이상한 녀석이라니까..."""
a2194.nss,Sone Miyuki,,「…………」,"""......""","""......"""
a2194.nss,Susuki Shinichi,,「美雪？」,"""Miyuki?""","""미유키?"""
